,name,logP,new_mod,new_EBV,new_M_B,new_M0_B,new_M_V,new_M0_V,new_M_I,new_M0_I,new_M_J,new_M0_J,new_M_H,new_M0_H,new_M_K,new_M0_K
74,CDCyg,1.232334,11.923,0.5341728416331802,-1.880214644802475,-1.6342132090398322,-3.107988278475172,-2.8978111333833008,-4.555856873312904,-4.428069169097046,-5.49883257731475,-5.44573358925094,-6.057070878404007,-6.029398066186167,-6.218825605138546,-6.201497599269905
75,YOph,1.233609,9.538,0.6992534252634091,-2.2280999183170636,-1.9352132090398337,-3.5407785636008113,-3.2948111333833014,-5.116617366669295,-4.967069169097048,-6.1502833405714386,-6.086733589250942,-6.699548920011749,-6.665398066186168,-6.876084649068497,-6.854497599269905
76,SZAql,1.234029,11.468,0.5669634599114882,-1.5744782879234804,-1.3632132090398332,-2.9404719755141064,-2.7568111333833007,-4.514734961112577,-4.403069169097047,-5.544089816850119,-5.49873358925094,-6.140271427568053,-6.117398066186166,-6.320670165086178,-6.306497599269904
77,CPCep,1.251989,12.164,0.6273689391212313,0.15052750789633593,0.13078679096016868,-1.517131673361576,-1.5098111333833004,-3.3485200574038383,-3.3440691690970463,-4.686598448621579,-4.692733589250939,-5.425353832878444,-5.434398066186166,-5.618685669130026,-5.625497599269903
78,VYCar,1.276818,11.015,0.21397186573362054,-2.25440455547867,-2.301213209039834,-3.461469126319595,-3.4748111333833016,-4.679957228802314,-4.688069169097047,-5.525564984885322,-5.537733589250941,-6.053613911863847,-6.066398066186167,-6.198226826032032,-6.207497599269905
79,VXCyg,1.303917,12.183,0.7411739852914577,-0.36396058396374487,-0.34221320903983254,-2.082801972491409,-2.0438111333833016,-3.9987755992747767,-3.975069169097047,-5.355846175967491,-5.35273358925094,-6.093086157020944,-6.0963980661861665,-6.273454434726477,-6.276497599269904
80,RYSco,1.307927,10.478,0.7526346183004275,-1.1625494604145985,-0.9442132090398322,-2.5718698171103798,-2.3828111333832998,-4.29101684880311,-4.176069169097046,-5.51166598659623,-5.464733589250939,-6.133248436896977,-6.1093980661861655,-6.348312508236134,-6.333497599269903
81,RZVel,1.309564,10.605,0.2841131047554601,-2.3217777801517796,-2.317213209039834,-3.4636853283601368,-3.4378111333833017,-4.706800679642964,-4.691069169097047,-5.61101611588116,-5.611733589250941,-6.135712044433185,-6.141398066186167,-6.290893554074857,-6.295497599269905
82,WZSgr,1.339443,10.81,0.42122463500043206,-1.3277122980773295,-1.3142132090398342,-2.735505571051397,-2.7028111333833027,-4.285947387199249,-4.266069169097047,-5.393007626747008,-5.391733589250941,-6.0369465083603036,-6.041398066186168,-6.236705162955117,-6.240497599269905
83,WZCar,1.361977,12.34,0.36864628207011757,-1.8988094133232887,-1.8412132090398328,-3.06316749108648,-2.996811133383301,-4.37041383458058,-4.3300691690970465,-5.327836907397252,-5.31673358925094,-5.882039315886653,-5.880398066186166,-6.048710931439291,-6.048497599269904
84,VZPup,1.364945,13.309000000000001,0.4720908338566294,-2.5883164452975573,-2.4442132090398343,-3.730203393356913,-3.5978111333833014,-5.037563663161004,-4.957069169097047,-5.952119390860219,-5.92173358925094,-6.488991814197601,-6.475398066186167,-6.6455692038094725,-6.637497599269905
85,SWVel,1.370016,11.916,0.3400219890284264,-2.6181678421759806,-2.563213209039833,-3.775151024561818,-3.710811133383302,-5.064187822933586,-5.025069169097048,-5.981248099172052,-5.970733589250941,-6.5236743354456905,-6.5223980661861685,-6.6834709719228576,-6.683497599269906
86,XPup,1.414321,12.052,0.45823529641193045,-2.5075537097078016,-2.278213209039833,-3.6652700074105358,-3.4678111333833015,-5.018124164505606,-4.898069169097047,-5.907118842163877,-5.857733589250941,-6.473768871341308,-6.448398066186168,-6.635312130881855,-6.619497599269905
87,RYVel,1.449158,12.192,0.5463934775188309,-2.4538962214254285,-2.3762132090398325,-3.8255009323858227,-3.7438111333833,-5.360736566890581,-5.311069169097046,-6.49331427225666,-6.477733589250939,-7.0698146687618335,-7.065398066186166,-7.264535610953913,-7.262497599269904
88,KQSco,1.457818,11.644,0.844197863935306,0.20794527833053875,0.1747867909601665,-1.7538891005110386,-1.7568111333833012,-3.9372925731107116,-3.939069169097047,-5.595607617349223,-5.60473358925094,-6.411499927192498,-6.422398066186167,-6.687466802960815,-6.695497599269905
89,AQPup,1.478624,12.924000000000001,0.5404865306043881,-2.9381472569463485,-2.771213209039834,-4.291631493852174,-4.141811133383301,-5.8281599482621225,-5.7370691690970474,-6.843208396204835,-6.80773358925094,-7.454146300387245,-7.437398066186168,-7.633643147768408,-7.623497599269904
90,KNCen,1.531857,13.214,0.7645728750196907,-1.6341789060708172,-1.674213209039833,-3.272640386313601,-3.2808111333833017,-5.166101354878669,-5.171069169097047,-6.672074992803571,-6.68273358925094,-7.442549909922762,-7.454398066186167,-7.713842205971319,-7.7224975992699045
91,UCar,1.58897,11.132000000000001,0.26258110896269365,-3.661227546353846,-3.591213209039833,-4.838646981949501,-4.762811133383302,-6.074177365025297,-6.028069169097047,-6.938604918729255,-6.924733589250941,-7.461755103732861,-7.4583980661861675,-7.609838990851991,-7.608497599269905
92,RSPup,1.61742,11.447000000000001,0.45666288507217623,-3.0035735656058997,-2.9332132090398333,-4.435911118783129,-4.359811133383301,-5.957337960220142,-5.911069169097047,-7.0066820466846735,-6.99273358925094,-7.619802912499747,-7.616398066186167,-7.799870423135192,-7.798497599269904
93,SVVul,1.652569,12.037999999999998,0.47078275850463686,-3.37516248606067,-3.266213209039833,-4.8533683099699765,-4.7478111333833,-6.385247932461746,-6.321069169097046,-7.378283546511232,-7.3557335892509395,-7.9531346641045655,-7.944398066186166,-8.111375828886427,-8.106497599269904
94,SVul,1.837426,13.559000000000001,0.7924527758618995,-2.7320723305044567,-2.637213209039834,-4.615612466033936,-4.520811133383302,-6.628708379348633,-6.571069169097047,-8.02814284008191,-8.008733589250943,-8.730187856352144,-8.723398066186169,-8.96109588345804,-8.957497599269907
